chris,1
"Chris, Where's Chris? Well there you are. I did'nt see you behind that grain of rice. Boom. Roasted",0
"You've really gotta hand it to short people because they usually can't reach it anyway",0
"Whatever elf on the shelf",0
"Stop texting and just go and fuck Lily-Rose",0
